e3cf7848-3e6b-495a-ab36-f71a8cc2a63e|Armstrong 2.58|Armstrong|p. 88
207fab54-6ef5-4011-9112-4864174c36f4|Armstrong 3.10|Armstrong|p. 91
710b88b9-382b-483c-b919-4ebee69f346e|Armstrong 3.11|Armstrong|p. 91
eaaf9f25-9dd8-4a53-8e34-2b668f56dbba|Armstrong 3.12|Armstrong|p. 91
8915a20f-ab40-484d-88ad-63ba7fabe264|Armstrong 3.14|Armstrong|p. 91-92
79fde16f-6bb2-44b9-8d63-5a9cea414f49|Armstrong 3.17|Armstrong|p. 92
e5473e08-0b77-4a24-9ab1-4ba57880cf9c|Armstrong 3.18|Armstrong|p. 92
ac6d25d9-4901-4657-82e7-082a5886e6b0|Armstrong 3.20|Armstrong|p. 93
1ab34b36-5118-4e55-95a6-019472e02243|Armstrong 3.22|Armstrong|p. 93
83f014e4-3ef8-4a49-80de-48a9ac576749|Armstrong 3.24|Armstrong|p. 93-94
507a4838-5e04-44b8-a80a-14f563a91ba8|Armstrong 3.25|Armstrong|p. 94
e4f425da-397a-41d1-b01d-8750968e1ef9|Armstrong 3.26|Armstrong|p. 94
000168a0-04d1-4ddd-8dea-4611bd8a0a07|Armstrong 3.27|Armstrong|p. 94
b20a3b87-3690-4837-a378-a05effaf3137|Armstrong 3.30|Armstrong|p. 95
b0e10f4b-2a9a-4476-8185-a81b30af5fd4|Armstrong 3.35|Armstrong|p. 95-96
a0178930-744e-42e5-88e7-6b52aba67096|Armstrong 3.36|Armstrong|p. 96
eaa979ad-d8f2-40d4-97a8-4beed3c27d62|Armstrong 3.37|Armstrong|p. 96
cb3cf452-e9fe-403c-8596-b9a2a62756b5|Armstrong 3.4|Armstrong|p. 89
eebb5c69-1433-4c7e-a87c-ef0ce3753306|Armstrong 3.40|Armstrong|p. 97
572cdd9e-22ea-4c4c-9f98-6b27e8799c34|Armstrong 3.41|Armstrong|p. 97
b7ea0b19-b6e4-4966-a494-6fa48e9de9a4|Armstrong 3.45|Armstrong|p. 97-98
5608ef0c-7bf3-4c92-914f-9872142695de|Armstrong 3.5|Armstrong|p. 89
3f06e01a-e481-4cc0-b650-b30d1d5e8729|Armstrong 3.53|Armstrong|p. 98
2384cd3b-e4c2-495f-9e3d-37705f52ae67|Armstrong 3.55|Armstrong|p. 98
0413c05a-a16f-4f61-811a-51120070e03b|Armstrong 3.59|Armstrong|p. 99
525cedce-ee33-425e-81ec-429d5765f3aa|Armstrong 3.7|Armstrong|p. 89
6b7dc66e-03e7-44a7-83d5-e97ef4098e81|Armstrong 3.7A|Armstrong|p. 89
522a11e5-ff73-475a-8dbf-cb5ba6db2faa|Armstrong 3.8|Armstrong|p. 90
fe58af42-56d6-433e-af51-4f96797ee95f|Armstrong 3.9|Armstrong|p. 90-91
cd702acc-3ab0-44f7-9d14-6e2343610594|Armstrong 4.3|Armstrong|p. 100
f459c44c-4704-4bb9-ab3b-c52540c12157|Armstrong 5.1|Armstrong|p. 100-101
9d771279-425d-447f-9277-0c4e71377bd0|Armstrong 5.102|Armstrong|p. 122
376580fe-9768-42a8-ba1f-30b32a2644b9|Armstrong 5.104|Armstrong|p. 122
cdcaa862-0302-48c9-af93-ce86f655c357|Armstrong 5.105|Armstrong|p. 122
3e83d102-5425-4754-bf26-2385d9510def|Armstrong 5.106|Armstrong|p. 123
be6066e6-d73c-48ae-985d-9ad329cc9a5d|Armstrong 5.109|Armstrong|p. 123
a9f4f2b0-38f8-431d-96e1-7f0b5c0c2747|Armstrong 5.110|Armstrong|p. 123
550da086-c5fd-4037-a8f8-d79c2726eda0|Armstrong 5.15|Armstrong|p. 104-105
13b9e127-d291-41c7-9bc8-020d6ded1ca3|Armstrong 5.16|Armstrong|p. 105
ef75ea51-dd8c-487d-9101-e0098ae63b05|Armstrong 5.17|Armstrong|p. 105
a3f56cbe-9e71-41a1-b560-4f5fd492b3d0|Armstrong 5.18|Armstrong|p. 105
882f9d43-c4da-42e3-ad0c-3724dbefc724|Armstrong 5.22|Armstrong|p. 106
29860971-9809-4c25-9296-51a50a8db5ff|Armstrong 5.29|Armstrong|p. 107
32c083ed-782c-4bb6-9a98-7c278e9e52a5|Armstrong 5.3|Armstrong|p. 101
f78a0949-6b6b-4cc8-b8a3-952d1a797cbb|Armstrong 5.32|Armstrong|p. 108
53ecbeaf-5d6e-4aa3-8978-baa18138e7bb|Armstrong 5.33|Armstrong|p. 101
eafc3c7b-ee88-40c0-a24d-a8e7e438855b|Armstrong 5.35|Armstrong|p. 109
d38b5110-a907-4544-851b-680730b3c67e|Armstrong 5.36|Armstrong|p. 109
1376e450-8bc7-4f82-b32c-ba116d3ebbbc|Armstrong 5.37|Armstrong|p. 110
19fbc952-da28-42fc-8ab3-b8216dfdd5a7|Armstrong 5.38|Armstrong|p. 110
aa1a43c1-7ee7-4c7e-9d26-6fcef8e31cee|Armstrong 5.4|Armstrong|p. 102
402e936a-a64a-45da-a9d8-35ef25dc940a|Armstrong 5.43|Armstrong|p. 111
3ed5dad0-f030-4a12-bcf3-19bed0cc54c9|Armstrong 5.44|Armstrong|p. 111
272e4219-7da9-4a96-8688-e563e8e1c646|Armstrong 5.55|Armstrong|p. 113
fbf48669-4094-4344-a67f-542576574d42|Armstrong 5.56|Armstrong|p. 113
2482538a-b10b-41a9-925b-9d0c4f3d89ae|Armstrong 5.60|Armstrong|p. 114
8c758ef9-1c85-4d9d-a925-b254a62e4a91|Armstrong 5.62|Armstrong|p. 114
fb423297-beb3-4f53-bb3d-eeebdeea9e20|Armstrong 5.63|Armstrong|p. 115
388a2ad3-2c6a-40fc-90d3-0b0556889c7b|Armstrong 5.64|Armstrong|p. 115
2e7eef2f-c56a-455c-877a-724ae7194b11|Armstrong 5.65|Armstrong|p. 115
890150d0-6ac2-41e5-9be8-79955f86e7e0|Armstrong 5.66|Armstrong|p. 115
bca08785-3538-4a77-a4db-3216c317d106|Armstrong 5.70|Armstrong|p. 116
35fa6cf7-d59f-4210-91bb-1c46000d8730|Armstrong 5.87|Armstrong|p. 119
84ccb394-156b-400a-8bcb-d209ff01bcc1|Armstrong 5.89|Armstrong|p. 120
7be57fc7-7386-4397-9401-52d5721ee288|Armstrong 5.90|Armstrong|p. 120
7887420a-1788-4dc5-849a-194c30cbafb0|Armstrong 5.98|Armstrong|p. 121-122
c30c01b2-9c7e-45ec-833b-f734e1000003|Armstrong 5.98/5.99|Armstrong|p.121-122
6c9add7e-cf9b-414a-960d-3588a015e2da|Armstrong 6.1|Armstrong|p. 123
82eb6d7b-5e21-492c-96d4-593e33a6b20c|Armstrong 6.101|Armstrong|p. 139
3ce6c346-0133-4402-b829-cd2774837db9|Armstrong 6.102|Armstrong|p. 140
25f67cfc-2709-4a47-9e31-1a3fa7e0fbd0|Armstrong 6.118|Armstrong|p. 142
6234e07d-7fc0-48c8-ba57-5deea596fe47|Armstrong 6.12|Armstrong|p. 125
ef7e40c0-9292-4892-8bfa-3616736a6fc9|Armstrong 6.142|Armstrong|p. 144
bdf952d1-177b-465b-9913-04011f3b8771|Armstrong 6.144|Armstrong|p. 145
f484edc8-a677-4d9c-a4aa-5752bdd6eca4|Armstrong 6.149|Armstrong|p. 145
5f8e0785-0a27-456b-ba91-b1dbda6239ba|Armstrong 6.150|Armstrong|p. 145
9ed915e6-7245-40c0-9e11-36772d704077|Armstrong 6.154|Armstrong|p. 146
ef589cc4-d968-4692-a3ee-6d4b66605550|Armstrong 6.156|Armstrong|p. 147
9b8df1c1-3c60-43bd-ab03-160e436f3b8b|Armstrong 6.157|Armstrong|p. 147
b0869cb0-238a-4876-8c8e-241e68997d38|Armstrong 6.16|Armstrong|p. 126
5cc95d56-248a-4b1b-8069-8b947c6b66dc|Armstrong 6.161/6.162|Armstrong|p. 147
49aaf0ce-4d8c-4fa5-98ad-207bb7a10a5b|Armstrong 6.169|Armstrong|p. 149
d6793b6f-afe5-412d-beaa-a0f71aeae0dc|Armstrong 6.17|Armstrong|p. 126
5fe9f5e4-1d49-4ad8-af24-728e6193a6b2|Armstrong 6.170|Armstrong|p. 149-150
70bbf36f-ccd4-4bf7-9aed-94003400967f|Armstrong 6.176|Armstrong|p. 150
3e4a1430-e840-46d6-8f0a-01c140b3a40e|Armstrong 6.177|Armstrong|p. 150
7284feb7-5ba2-4324-8651-7110efe430fd|Armstrong 6.180|Armstrong|p. 151
56ee2f80-6a13-45f8-833d-453ee1ecc095|Armstrong 6.181|Armstrong|p. 151
da3a87bd-9238-4f58-bcfc-a8191552166b|Armstrong 6.182|Armstrong|p. 151
179ea759-38d9-4c69-843b-7afe26458e37|Armstrong 6.183|Armstrong|p. 151
ae0df4f8-68d4-41df-9d3a-c7c0f84b4ff4|Armstrong 6.19|Armstrong|p. 126
df32bb5b-8e44-4be9-8609-33023e10b9bf|Armstrong 6.202|Armstrong|p. 153
dc020ff1-41a7-4a57-aef7-3cb567042b76|Armstrong 6.22|Armstrong|p. 127
3f855e89-b843-4a8e-a7dd-94738b12c05a|Armstrong 6.27|Armstrong|p. 128
25b335e5-b25e-4393-b0d9-1f34ef99c157|Armstrong 6.3|Armstrong|p. 124
63385135-ddf0-48f4-8dbd-0127a9aa1e34|Armstrong 6.33|Armstrong|p. 129
b8f825c8-9d62-4b98-b35d-5ae2cbc2a33c|Armstrong 6.34|Armstrong|p. 129
6b84171e-61cd-481b-8560-cfced1574385|Armstrong 6.35|Armstrong|p. 129
dd29f745-c169-46c1-a0a0-955bef6f5e28|Armstrong 6.37|Armstrong|p. 192
4c82f591-ffe6-4e32-aad7-5dde812b5014|Armstrong 6.38|Armstrong|p. 129
3d923612-1c15-42d8-86b1-1a0a24ac52d6|Armstrong 6.41|Armstrong|p. 130
ea029623-e35b-4834-9bd5-8717f1c11243|Armstrong 6.43|Armstrong|p. 130
5f4553dd-7c09-485f-a182-59e31051a691|Armstrong 6.46|Armstrong|p. 130
e62fdb38-bf95-4f3c-a680-9a7c5ff4be47|Armstrong 6.47|Armstrong|p. 131
149ce953-b9a3-4c19-99ba-0fc76bd57225|Armstrong 6.49|Armstrong|p. 131
c145d8e0-c4e8-456a-b3e4-e20f08c2af66|Armstrong 6.5|Armstrong|p. 125
595d1915-c5ab-46f9-b6b1-c037438638cf|Armstrong 6.60|Armstrong|p. 123-124
cc88db90-2e25-4551-9cdc-920e9fa92b50|Armstrong 6.61|Armstrong|p. 133
ab168700-1cd4-437d-b7d1-42be1b3dc656|Armstrong 6.62|Armstrong|p. 133
76f00584-f0f9-46b7-af79-a46003e32bc4|Armstrong 6.68|Armstrong|p. 134
b5011eaa-0494-4d1d-9b19-8b069c1ac0ef|Armstrong 6.70|Armstrong|p. 134
503b0ca5-dccf-4a63-b0bb-894f4953e039|Armstrong 6.74|Armstrong|p. 135
6bb3ccec-fa2a-49d2-b6fb-acfef1b9250e|Armstrong 6.76|Armstrong|p. 135
e432d1ab-edc5-4f54-a1ea-153a362d9ba6|Armstrong 6.80|Armstrong|p. 136
e6f7b3d6-8d16-4c1d-9481-92426f01cac0|Armstrong 6.81|Armstrong|p. 136
b810ea6f-e826-4219-a490-8b0aef52a02a|Armstrong 6.82|Armstrong|p. 136
5cd04b65-7714-4361-a1df-97fc17c9fc5c|Armstrong 6.83|Armstrong|p. 136-137
805ee31e-cfc2-489a-b75e-57bd621332e9|Armstrong 6.85|Armstrong|p. 137
630d2f99-d510-417b-93ce-0754b6f11955|Armstrong 6.86|Armstrong|p. 137
40fb949b-60d9-4c43-8a22-ee3f5aefa0ed|Armstrong 6.87|Armstrong|p. 137
ba4cb6f1-57d0-46ba-9128-6d32354e94eb|Armstrong 7.28|Armstrong|p. 160
3831a28d-4c38-4a89-85b5-4399c5a3ff68|Armstrong 7.3|Armstrong|p. 154
6f4f6567-3efa-414a-b82e-f3aa9b97100f|Armstrong 7.30|Armstrong|p. 160
354ad698-1d48-446d-ab94-3d3b0ffc4eed|Armstrong 7.37/7.38|Armstrong|p. 161-162
41982ed6-8ddb-4701-bd2f-e2474b708cab|Armstrong 7.39|Armstrong|p. 162
bf7ab8d7-7574-4cb3-80a7-ce5a5adff5dd|Armstrong 7.43|Armstrong|p. 162-163
883a3576-a103-4e25-a1cc-97f7c70bc84d|Armstrong 7.45|Armstrong|p. 163
09c0d565-8210-470c-99c4-1a4a215aaf68|Armstrong 7.49|Armstrong|p. 163-164
25920a83-a3bf-44df-a7b7-b0b2cfc8b7e8|Armstrong 7.50|Armstrong|p. 164
027635dd-4f41-4738-be57-8bcd8e2771d2|Armstrong 7.63|Armstrong|p. 166
00c3b889-f470-4243-9c3a-8d8d592e2c82|Armstrong 7.65|Armstrong|p. 166
42118360-f9b5-42c1-9b8f-e63d7cfe7488|Armstrong 7.66|Armstrong|p. 166-167
1dcc7ba6-f372-45fe-a587-ac0c7deb9c7c|Armstrong 7.9|Armstrong|p. 155
c30c01b2-9c7e-45ec-833b-f734e1000004|Armstrong 8.1|Armstrong|p. 167
607f7fc1-fef3-4923-a393-106743f57abd|Armstrong 8.100|Armstrong|p. 191
90632a7f-020e-4c1d-afc0-e035f1913b03|Armstrong 8.101|Armstrong|p. 191
dfb5789e-0979-4288-9f30-09f30479c6f6|Armstrong 8.102|Armstrong|p. 191
7cbe3202-baae-43c2-9453-8760d91b6739|Armstrong 8.104|Armstrong|p. 191-192
4946b9b8-fbda-4ffb-b74b-f68e506370b4|Armstrong 8.105|Armstrong|p. 192
7b9d7fdb-2dc6-49f0-83fd-cd5ab6f80fe8|Armstrong 8.107|Armstrong|p. 192
894ec0bd-823f-47cb-9af6-de565bd3cc46|Armstrong 8.108|Armstrong|p. 193
c30c01b2-9c7e-45ec-833b-f734e1000000|Armstrong 8.109|Armstrong|p. 193
5b031e22-f2d7-4ca2-94bc-f08b4cf4ef38|Armstrong 8.110|Armstrong|p. 193
4aafe594-8c52-481b-9e71-d2556722344b|Armstrong 8.111|Armstrong|p. 193-194
dbddc626-1729-43c5-9b17-92c1f9dd26eb|Armstrong 8.112|Armstrong|p. 194
f9d0c903-8e37-4491-bdd5-d1f5bace2ac5|Armstrong 8.113|Armstrong|p. 194
f63ca3ef-8c41-4563-b974-fb9b4da4b72e|Armstrong 8.119|Armstrong|p. 195
6704d616-ba56-48a1-b258-7baf38d69a0b|Armstrong 8.123|Armstrong|p. 196
880c19d8-b56d-4959-a4fb-9cd1d6cf913b|Armstrong 8.126|Armstrong|p. 196
7c6ae845-f0c9-44c5-a24c-5a3486e00139|Armstrong 8.128|Armstrong|p. 197
13a552be-0ce1-4340-bbaa-c24298cb505b|Armstrong 8.13|Armstrong|p. 169
db76adaf-12f5-48e2-843f-b3f358820b24|Armstrong 8.135|Armstrong|p. 199
2e8f99b9-b2b0-47a7-bfa2-cfb5ec471b64|Armstrong 8.136|Armstrong|p. 199
51e22c0b-bca9-4520-9ccc-04a2de200271|Armstrong 8.137A|Armstrong|p. 200
ae492614-af85-4e63-9c5e-10add33fc23a|Armstrong 8.139|Armstrong|p. 200
7375e716-6f18-451d-ab4a-f345054dd836|Armstrong 8.14|Armstrong|p. 170
1fdaad2c-eb8e-4708-a76e-42edf5f0b176|Armstrong 8.140|Armstrong|p. 201
1b3f99c4-fdb4-4a61-a444-1c118d1fdbaf|Armstrong 8.143|Armstrong|p. 201
eaa86b52-1a4e-4bd3-ad50-8dd0170fdbc4|Armstrong 8.144|Armstrong|p. 202
47d780c5-e68b-485b-a6ad-01e2435f2c33|Armstrong 8.145|Armstrong|p. 202
695a20d3-3b0f-4d16-a7bc-fcef81541a22|Armstrong 8.149|Armstrong|p. 202-203
761765e0-5698-47de-86b8-e688d5199a31|Armstrong 8.15|Armstrong|p. 170
d29013ea-6da1-40d7-a653-d4950c62e1d7|Armstrong 8.156|Armstrong|p. 204
6968945a-77f0-4ab9-82cc-75463c948e14|Armstrong 8.159|Armstrong|p. 204
224389a8-a1aa-415c-bde0-ec637a1a46f5|Armstrong 8.162|Armstrong|p. 205
39851b5f-dd3b-4468-b63a-0ccac2838db2|Armstrong 8.163|Armstrong|p. 205
328689dc-13f4-4689-a82d-263234431ee9|Armstrong 8.166|Armstrong|p. 205
ec4994ba-fd93-46a5-b91c-50e1ffa95450|Armstrong 8.18|Armstrong|p. 170
f87c664a-a385-466a-864c-6c627d8fca3e|Armstrong 8.188|Armstrong|p. 209
09dc3e2d-4130-46dc-a099-d28dd0e2c49f|Armstrong 8.189|Armstrong|p. 209-210
b51483a2-6f7a-4c2b-a226-daaa9e9ed6df|Armstrong 8.189/8.190|Armstrong|p. 209-210
705e7cf5-d750-44ba-a355-f6d42083b3f1|Armstrong 8.19|Armstrong|p. 171
2927c404-d907-4b27-abb0-958e54db7f06|Armstrong 8.190|Armstrong|p. 210
127da17d-a75b-4593-8537-877ab5bda870|Armstrong 8.193|Armstrong|p. 211
e80e61c5-d27f-4e78-b5f8-79012720c3ab|Armstrong 8.194|Armstrong|p. 211
eb6fbe3c-2cd5-48fa-88ab-35b1e01bbbda|Armstrong 8.194A|Armstrong|p. 211-212
27a000d5-cee3-412d-9810-396bc7852a47|Armstrong 8.195|Armstrong|p. 212
ae050f5b-ece5-4fa2-a9a7-ea389cf4062f|Armstrong 8.196|Armstrong|p. 212
2fbd2c58-d1bb-4eb0-9ee7-31a99bc24793|Armstrong 8.198|Armstrong|p. 213
ae1055e9-cf59-4ee2-80ac-7a1d760ecc82|Armstrong 8.199|Armstrong|p. 213
913c6a31-c509-413e-83cf-5892f1c7e38f|Armstrong 8.200|Armstrong|p. 213-214
33674de9-5ee8-4473-89c6-287893997dff|Armstrong 8.203|Armstrong|p. 214
66784001-b1a4-4f33-9e2f-267540b3772a|Armstrong 8.204|Armstrong|p. 214-215
4eed0152-2185-4526-8a5f-fd19290f7d73|Armstrong 8.205|Armstrong|p. 215
3ea04d31-ba88-40e0-8825-f9d1ef21665e|Armstrong 8.205A|Armstrong|p. 215
a22cac80-5862-47ff-b71c-612108dd22b4|Armstrong 8.205B|Armstrong|p. 215-216
04ebcc26-a6a5-4bea-a8b6-838eb9ff6641|Armstrong 8.207|Armstrong|p. 216
698a4c71-78ef-400b-8974-1c089da76715|Armstrong 8.208|Armstrong|p. 216
21d603b5-50bc-4b37-bd0f-493c433190a5|Armstrong 8.21|Armstrong|p. 171
d0b8972c-fd0e-4751-b97b-cbbd02b6b445|Armstrong 8.210|Armstrong|p. 216-217
8ca29f5a-9769-429e-bb9a-ba6bbdaab546|Armstrong 8.211|Armstrong|p. 217
a7473586-d3c7-4012-9df5-7e1a30f0d4fc|Armstrong 8.212|Armstrong|p. 217-218
1a55434a-125f-4a26-b93b-f4989553682d|Armstrong 8.213|Armstrong|p. 218
2f89f83c-4d32-48b9-bb97-6bc1b2d3779a|Armstrong 8.215|Armstrong|p. 218
5dea17f0-dc1d-4210-8adf-60838e6f6ae6|Armstrong 8.217|Armstrong|p. 219
d7595703-1c2d-4f56-9bb9-04991f9583ef|Armstrong 8.218|Armstrong|p. 219
76dc4282-8dad-4a08-b34c-b767f476aa07|Armstrong 8.220|Armstrong|p. 219-220
9f8c1316-ae6a-47a8-8b55-90dfb9fd0c61|Armstrong 8.223|Armstrong|p. 220-221
f446741c-b5c0-43e5-bd88-9cfe5becf140|Armstrong 8.223A|Armstrong|p. 220-221
d26eabe8-4b76-45f3-9d4b-5d71f743d91b|Armstrong 8.223B|Armstrong|p. 220-221
3f251cf5-5def-40c1-b38a-d660dcdc8797|Armstrong 8.224|Armstrong|p. 221
4758d525-5fc7-4c18-881b-5273391b8f57|Armstrong 8.225|Armstrong|p. 221
02e3611d-6e0f-4168-8a92-6ada01392981|Armstrong 8.226|Armstrong|p. 221
49d5a93d-3910-41a0-bace-bc6813f7229b|Armstrong 8.227|Armstrong|p. 221-222
5bf8e4ec-a167-40d6-8f6e-73968eed16bc|Armstrong 8.231|Armstrong|p. 222-223
07d1bb6a-1e85-48ab-a1b4-bc5401e0cdae|Armstrong 8.232|Armstrong|p. 223
ba373182-af4c-4ef4-9622-226465b5fa6d|Armstrong 8.233|Armstrong|p. 223-224
c4671ab4-6a7f-4b6e-a711-ebf215e8dba4|Armstrong 8.234|Armstrong|p. 224
7701dae0-a894-424e-8221-f98b1fc3543c|Armstrong 8.236|Armstrong|p. 224-225
18ec26c1-8772-445e-81b9-1229f3eb7c56|Armstrong 8.237A|Armstrong|p. 225
c09e8a96-18f1-46ba-860d-7dbc982984da|Armstrong 8.238|Armstrong|p. 225
22745cd5-5787-476c-8d29-6bfbbb75e39b|Armstrong 8.24|Armstrong|p. 171
204decde-22d1-4011-a2ec-d2d27dd1b0a1|Armstrong 8.240|Armstrong|p. 225
c878660a-1875-4492-a1a7-032a8b775789|Armstrong 8.247|Armstrong|p. 227
32d918c8-eb2d-43e3-9f1f-b8d624864796|Armstrong 8.251|Armstrong|p. 228
0950012a-bb33-422d-b9be-08def0cbc78d|Armstrong 8.255/8.255A|Armstrong|p. 229
c8a51816-1018-42b3-b00e-6c62411dfb22|Armstrong 8.258|Armstrong|p. 230
9dd3f2b1-3b79-4862-a083-31eace6b6bd6|Armstrong 8.26|Armstrong|p. 172
c730506e-a365-41d1-8433-be7f3397ce8b|Armstrong 8.261|Armstrong|p. 230
2ca0c51e-e1cb-4eeb-b05b-b9f310b33371|Armstrong 8.262|Armstrong|p. 231
674242d6-631a-47bb-99db-836de368827c|Armstrong 8.263|Armstrong|p. 231
f7421ad0-e99c-4449-872f-857665185360|Armstrong 8.264|Armstrong|p. 231
8158fa72-f44c-4820-8ead-e52d8f9e9a40|Armstrong 8.265|Armstrong|p. 231
970b602d-31e3-4be2-9c00-ac5046f45341|Armstrong 8.268|Armstrong|p. 232
18c45d3e-6b4e-4071-8429-68bbaeb6352c|Armstrong 8.272|Armstrong|p. 232
5c00ca91-7f92-4470-8c6e-7afa456547b4|Armstrong 8.29|Armstrong|p. 172
fdf73e3b-e3fa-4958-b969-903dfa0a5759|Armstrong 8.3|Armstrong|p. 168
10a31f07-2ddf-430d-b274-04babea6d5e4|Armstrong 8.30|Armstrong|p. 172
8e4bd1fd-66b1-456f-9269-c5de0e752770|Armstrong 8.31/8.32|Armstrong|p. 172-173
26299ebd-61c5-4093-ad58-d58bf964e409|Armstrong 8.33/8.34|Armstrong|p. 173
59a99782-74bd-498d-9f1a-3789da43049c|Armstrong 8.36|Armstrong|p. 173-174
e49781d7-8332-475a-99a7-dfbc74b84b33|Armstrong 8.41|Armstrong|p. 175
893ab2a8-89cd-4d25-9ef8-44935a574add|Armstrong 8.42|Armstrong|p. 175
2b699b71-3fba-452a-9407-985570dd4176|Armstrong 8.44|Armstrong|p. 176
7e05f3cb-094f-4ed6-90bc-5040d96d92c2|Armstrong 8.48|Armstrong|p. 176-177
366d56cd-23c3-4144-a776-89758c240eaf|Armstrong 8.51|Armstrong|p. 178
023949c9-c472-4826-aa16-7025c879b0bf|Armstrong 8.54|Armstrong|p. 64
c3128fcd-4c60-4612-8052-62fa22ade8f8|Armstrong 8.55|Armstrong|p. 179
3cc0392e-84d6-4d29-95f7-8d30d914bb6d|Armstrong 8.56|Armstrong|p. 179-180
d68fef4d-1b2e-4224-be0f-82e7ce2e5044|Armstrong 8.56A|Armstrong|p. 180
e28f63e5-5a2d-4c77-91cf-34d6ef42ad4a|Armstrong 8.61|Armstrong|p. 181
9be927d2-2b42-4ca5-a14e-bbdc1f57abca|Armstrong 8.73|Armstrong|p. 184
ff8268eb-3bdd-4f51-ab99-8dc8372cea76|Armstrong 8.74|Armstrong|p. 184
3d364d46-fd0a-45f4-8be9-f13cd53505e7|Armstrong 8.75|Armstrong|p. 184-185
f65406be-25b9-4fd9-82ca-8dec0a5166dd|Armstrong 8.78|Armstrong|p. 185
5839a023-3397-4a94-9927-9cc30a8c1bbb|Armstrong 8.80|Armstrong|p. 168
8374a311-c22d-4869-a4cc-aeb6974f8d9d|Armstrong 8.81|Armstrong|p. 186
1d70b4c0-a22a-4ad6-9d87-96cb8b191c25|Armstrong 8.82|Armstrong|p. 186-187
0ab60bed-431a-428b-8ab8-9404190b01a9|Armstrong 8.84|Armstrong|p. 187
b6ac3963-49c0-40b4-b03d-5520096e71aa|Armstrong 8.85|Armstrong|p. 187
f07d6257-43f6-44a8-bad1-971ee029140b|Armstrong 8.86/8.87|Armstrong|p. 187-188
a244e683-5cdb-4011-a5ee-3be5c2be67b1|Armstrong 8.88|Armstrong|p. 188
48441cea-0297-412e-ae1b-e6c040729752|Armstrong 8.92|Armstrong|p. 189
534d28ab-331d-4f7d-a3d5-177277561728|Armstrong 8.97|Armstrong|p. 190
ae04fbe4-d1e5-403f-a52c-a89324351cc7|Armstrong 8.99|Armstrong|p. 190
8e8b0d71-3dc8-458a-97b5-35fc899f0d9b|Armstrong 9.11|Armstrong|p. 237
f7d50b8e-d3f5-457a-a94a-a9ed00fb2e19|Armstrong 9.13|Armstrong|p. 237
c5fb47ea-0298-465a-840b-d8e89301960b|Armstrong 9.13B|Armstrong|p. 237
